id,IBAN,BIC,typeCompte,solde,client
64899667fc13ae29a09009d3,NL85 QAXL 9874 6426 42,SOGEFRPP890,Compte professionnel,"€16592,75",64899252fc13ae2cc7900f5a
64899667fc13ae29a09009d4,FR45 0970 0246 17JJ EHPT SXLX S00,AGRIFRPP321,Compte à terme,"€2136,72",64899252fc13ae2cc7901077
64899667fc13ae29a09009d5,ME61 7481 8010 2582 8141 97,BSCHESMMCCC,Compte en ligne,"€39292,82",64899251fc13ae2cc7900e27
64899667fc13ae29a09009d6,DO85 DLTA 9623 9751 7873 0945 8908,BSCHESMMCCC,Compte courant,"€11706,44",64899252fc13ae2cc790102c
64899667fc13ae29a09009d7,AE08 4578 1728 9570 9084 358,UBSWCHZHFFF,Compte chèque,"€3310,52",64899252fc13ae2cc790103c
64899667fc13ae29a09009d8,GT16 UHVV QI1M A3GD OTWT PHKK 0WWU,CITIUS33BBB,Compte courant,"€21329,86",64899251fc13ae2cc7900e34
64899667fc13ae29a09009d9,KW33 PMSJ ZC7P YQTM HWEX EKUB UKBP 4P,DEUTDEFF765,Compte chèque,"€9237,62",64899252fc13ae2cc7901021
64899667fc13ae29a09009da,ME17 8998 3033 5005 5388 14,SOGEFRPP890,Compte joint,"€28334,99",64899251fc13ae2cc7900d6e
64899667fc13ae29a09009db,LT22 6554 0341 5910 7220,GENXFRPP234,Compte chèque,"€25358,71",64899251fc13ae2cc7900ebd
64899667fc13ae29a09009dc,LT46 7714 5756 2579 2745,BSCHESMMIII,Compte joint,"€43963,47",64899251fc13ae2cc7900e2e
64899667fc13ae29a09009dd,NO84 3452 3494 344,BNPAFRPP456,Compte offshore,"€18594,71",64899251fc13ae2cc7900dbd
64899667fc13ae29a09009de,FI45 7488 5352 0490 27,SOGEFRPP789,Compte en ligne,"€8813,44",64899251fc13ae2cc7900cf6
64899667fc13ae29a09009df,AE05 3615 4333 5052 1845 530,DEUTDEFF654,Compte professionnel,"€157,41",64899251fc13ae2cc7900e4e
64899667fc13ae29a09009e0,FR06 6965 7646 39AT BDLW KJKB 839,SOGEFRPP890,Compte à terme,"€993,86",64899251fc13ae2cc7900d67
64899667fc13ae29a09009e1,FR33 5285 4141 51J9 DJ4B M5DV 759,UBSWCHZHFFF,Compte courant,"€19046,15",64899252fc13ae2cc790102c
64899667fc13ae29a09009e2,BH14 SPJH 73HS XS07 REJV VR,UBSWCHZHFFF,Compte de retraite,"€4615,07",64899251fc13ae2cc7900d99
64899667fc13ae29a09009e3,LU17 461M DJDO 9HW0 MHWW,GENXFRPP234,Compte à terme,"€35878,62",64899251fc13ae2cc7900d3c
64899667fc13ae29a09009e4,MK43 492A LWBS ILGM 220,CITIUS33BBB,Compte en ligne,"€4874,46",64899251fc13ae2cc7900cfe
64899667fc13ae29a09009e5,DK77 1685 7633 8299 53,GENXFRPP123,Compte chèque,"€9527,22",64899251fc13ae2cc7900d73
64899667fc13ae29a09009e6,MC26 4856 3928 93FN 3MZL 0GHC E19,GENXFRPP123,Compte chèque,"€21512,00",64899251fc13ae2cc7900d6b
64899667fc13ae29a09009e7,AD83 3648 3756 4YPT 9BNB B4FE,BNPAFRPP456,Compte offshore,"€19498,66",64899251fc13ae2cc7900db2
64899667fc13ae29a09009e8,MU84 IGOS 8750 9347 1128 2168 469C EF,UNCRITMMJJJ,Compte courant,"€20026,41",64899252fc13ae2cc7900f6e
64899667fc13ae29a09009e9,PL91 3173 8453 9288 1209 3355 8292,SOGEFRPP890,Compte offshore,"€46122,42",64899252fc13ae2cc7901061
64899667fc13ae29a09009ea,LU23 406R EO6W WUZK EYP0,SOGEFRPP890,Compte à terme,"€36540,71",64899251fc13ae2cc7900d06
64899667fc13ae29a09009eb,PL31 4178 9282 5857 0771 3372 8743,DEUTDEFF765,Compte chèque,"€37182,00",64899252fc13ae2cc7900f19
64899667fc13ae29a09009ec,GT27 GY4W PD0N 3XDV FSAK JCSA 1CXQ,AGRIFRPP432,Compte en ligne,"€43662,77",64899252fc13ae2cc7901082
64899667fc13ae29a09009ed,FR15 1345 4954 8559 SZKH TYIR H22,UNCRITMMJJJ,Compte en ligne,"€43735,32",64899251fc13ae2cc7900dfa
64899667fc13ae29a09009ee,AD22 6560 2053 UPLS LLYV GWLG,BSCHESMMIII,Compte à terme,"€26660,86",64899252fc13ae2cc7900f77
64899667fc13ae29a09009ef,FR82 1867 2377 83EB TPTE KJI5 M78,BSCHESMMCCC,Compte en ligne,"€49037,47",64899252fc13ae2cc7901092
64899667fc13ae29a09009f0,SI22 1370 9782 6222 303,BARCGB22AAA,Compte à terme,"€279,48",64899251fc13ae2cc7900e8f
64899667fc13ae29a09009f1,FR62 2534 6087 20NI Y8BC JZRX 928,HSBCHKHHEEE,Compte professionnel,"€36717,04",64899251fc13ae2cc7900d73
64899667fc13ae29a09009f2,TN58 6493 3616 1511 5346 3038,BSCHESMMCCC,Compte de retraite,"€15825,84",64899251fc13ae2cc7900e30
64899667fc13ae29a09009f3,DE70 9191 2864 0893 7959 31,SOGEFRPP890,Compte offshore,"€22990,87",64899252fc13ae2cc790108f
64899667fc13ae29a09009f4,NL83 LTMY 0189 5871 69,SOGEFRPP890,Compte de retraite,"€1637,89",64899251fc13ae2cc7900d7f
64899667fc13ae29a09009f5,CY89 1498 9065 GJBK HFEK I8WB FP5I,BSCHESMMCCC,Compte à terme,"€732,97",64899251fc13ae2cc7900e10
64899667fc13ae29a09009f6,GB90 WRWO 0497 0285 8496 06,BNPAFRPP456,Compte offshore,"€38497,02",64899252fc13ae2cc790107b
64899667fc13ae29a09009f7,MR19 9512 5462 1343 7181 6930 004,SOGEFRPP789,Compte en ligne,"€31585,03",64899251fc13ae2cc7900cdc
64899667fc13ae29a09009f8,NO74 1558 2946 276,BARCGB22GGG,Compte en ligne,"€22315,54",64899251fc13ae2cc7900d0f
64899667fc13ae29a09009f9,PL41 0783 9727 2326 6630 9688 6922,UNCRITMMJJJ,Compte professionnel,"€24430,88",64899251fc13ae2cc7900de5
64899667fc13ae29a09009fa,CR91 0154 2399 8514 0552 3,UBSWCHZHFFF,Compte chèque,"€646,13",64899251fc13ae2cc7900dc6
64899667fc13ae29a09009fb,CR12 6490 4582 5854 2276 3,SOGEFRPP890,Compte en ligne,"€43206,05",64899252fc13ae2cc7901042
64899667fc13ae29a09009fc,TR92 1394 5GRC YE2X STMA PRRG OM,AGRIFRPP321,Compte d'épargne,"€15510,87",64899251fc13ae2cc7900e5b
64899667fc13ae29a09009fd,VG03 XVWA 7923 0363 5242 1246,BSCHESMMCCC,Compte à terme,"€11118,68",64899252fc13ae2cc7901071
64899667fc13ae29a09009fe,FR32 4322 1795 69MS P76V 2EUB 860,BSCHESMMCCC,Compte de retraite,"€8574,28",64899251fc13ae2cc7900e24
64899667fc13ae29a09009ff,SI40 5842 6543 2112 793,SOGEFRPP789,Compte professionnel,"€2124,41",64899252fc13ae2cc7900efc
64899667fc13ae29a0900a00,BR81 5372 0762 1826 9581 8495 030T U,AGRIFRPP432,Compte professionnel,"€16071,35",64899252fc13ae2cc7900f2d
64899667fc13ae29a0900a01,HR21 6285 9306 4709 2394 8,DEUTDEFF654,Compte offshore,"€43988,99",64899251fc13ae2cc7900ee6
64899667fc13ae29a0900a02,LI04 0731 9PTO 4Q6J YKRY G,CITIUS33HHH,Compte de retraite,"€24865,32",64899251fc13ae2cc7900d8f
64899667fc13ae29a0900a03,GT64 T0XV 0EEQ ATIZ F1DL 2JRI WTGY,BSCHESMMCCC,Compte courant,"€35760,10",64899252fc13ae2cc7901063
64899667fc13ae29a0900a04,VG33 HGEF 5516 8477 4054 2653,DEUTDEFF654,Compte professionnel,"€48991,46",64899252fc13ae2cc7900f7c
64899667fc13ae29a0900a05,SA20 665D 44J5 OKRP UVGM L5SB,CITIUS33BBB,Compte à terme,"€29969,50",64899252fc13ae2cc7900ffd
64899667fc13ae29a0900a06,FR72 5091 1561 81OF ZJT4 FORR K19,UNCRITMMJJJ,Compte de retraite,"€30418,51",64899251fc13ae2cc7900e6f
64899667fc13ae29a0900a07,MC13 7343 6714 14RI LWDO PEV4 V43,UNCRITMMDDD,Compte en ligne,"€35403,48",64899252fc13ae2cc7900fca
64899667fc13ae29a0900a08,PL44 5274 9368 0036 5232 5467 8720,BNPAFRPP456,Compte chèque,"€774,82",64899251fc13ae2cc7900e5d
64899667fc13ae29a0900a09,FR38 0288 0026 60XI G99J G15I P02,DEUTDEFF765,Compte offshore,"€28831,72",64899252fc13ae2cc7901020
64899667fc13ae29a0900a0a,KW18 EKRU 6JUF HI1B VBJL GWWF 30N5 R7,AGRIFRPP321,Compte en ligne,"€6879,34",64899252fc13ae2cc790100c
64899667fc13ae29a0900a0b,FI80 5852 3789 4027 86,GENXFRPP234,Compte d'épargne,"€11041,22",64899252fc13ae2cc7900f31
64899667fc13ae29a0900a0c,LV07 HIPD 5JHM OGWY HRUB Q,DEUTDEFF654,Compte courant,"€13202,32",64899251fc13ae2cc7900dea
64899667fc13ae29a0900a0d,DO18 VKRV 4645 3116 5867 2717 2485,BARCGB22GGG,Compte professionnel,"€7386,27",64899252fc13ae2cc7901002
64899667fc13ae29a0900a0e,CH57 0247 4O0R 83IB 5R5J R,BSCHESMMIII,Compte professionnel,"€13300,62",64899251fc13ae2cc7900df7
64899667fc13ae29a0900a0f,ES18 1307 6447 3729 1232 0200,BSCHESMMCCC,Compte professionnel,"€43164,24",64899252fc13ae2cc790107e
64899667fc13ae29a0900a10,FR88 3895 6125 406F ERYK ZI2C O38,BNPAFRPP456,Compte à terme,"€23054,16",64899252fc13ae2cc7901097
64899667fc13ae29a0900a11,DE59 9539 6949 5715 4268 59,CITIUS33HHH,Compte courant,"€43263,48",64899251fc13ae2cc7900e89
64899667fc13ae29a0900a12,NO69 3168 9134 438,AGRIFRPP321,Compte de retraite,"€19719,95",64899251fc13ae2cc7900e5a
64899667fc13ae29a0900a13,GT84 JJAB CAXG KFVH 3FPB DGOS I3EA,UNCRITMMJJJ,Compte courant,"€3754,01",64899251fc13ae2cc7900ccd
64899667fc13ae29a0900a14,VG11 VVBD 8382 0372 6562 0838,UNCRITMMJJJ,Compte joint,"€30119,79",64899251fc13ae2cc7900d5a
64899667fc13ae29a0900a15,FR73 3029 5504 21Z4 KFFS HHFA C55,AGRIFRPP432,Compte d'épargne,"€12570,65",64899251fc13ae2cc7900d78
64899667fc13ae29a0900a16,GB49 HXVQ 2965 0380 9267 96,HSBCHKHHEEE,Compte de retraite,"€26289,34",64899252fc13ae2cc790107b
64899667fc13ae29a0900a17,CZ75 1763 6406 3872 6664 3219,GENXFRPP123,Compte d'épargne,"€2102,37",64899252fc13ae2cc79010a6
64899667fc13ae29a0900a18,GE24 JA55 7436 8583 7382 60,BARCGB22GGG,Compte d'épargne,"€16249,56",64899251fc13ae2cc7900df4
64899667fc13ae29a0900a19,RS49 7971 4907 0752 2064 17,SOGEFRPP789,Compte offshore,"€45932,76",64899252fc13ae2cc790100d
64899667fc13ae29a0900a1a,MR66 5044 0797 9272 2773 9394 142,GENXFRPP234,Compte courant,"€31952,55",64899251fc13ae2cc7900ea9
64899667fc13ae29a0900a1b,AE96 2590 3586 7726 8876 385,GENXFRPP123,Compte en ligne,"€10498,11",64899252fc13ae2cc7900f91
64899667fc13ae29a0900a1c,BH75 SKBI NY7M UQCE L5EN LU,BSCHESMMCCC,Compte chèque,"€31478,57",64899252fc13ae2cc7900f47
64899667fc13ae29a0900a1d,ES22 3022 4611 0476 3743 0482,CITIUS33HHH,Compte à terme,"€10449,42",64899252fc13ae2cc7901042
64899667fc13ae29a0900a1e,IS33 5686 1332 9256 0400 3542 94,GENXFRPP123,Compte en ligne,"€13651,65",64899251fc13ae2cc7900dbd
64899667fc13ae29a0900a1f,MT61 YSKZ 1434 48HE NLZ1 UWUP TMNY IK6,BSCHESMMCCC,Compte à terme,"€23228,44",64899251fc13ae2cc7900d7a
64899667fc13ae29a0900a20,VG69 ZWIR 2100 2525 9734 1813,GENXFRPP123,Compte joint,"€3097,65",64899251fc13ae2cc7900cf4
64899667fc13ae29a0900a21,DK96 9188 3970 1914 89,BARCGB22GGG,Compte de retraite,"€6026,27",64899252fc13ae2cc7901022
64899667fc13ae29a0900a22,CH12 0512 75LJ FDC4 XEHG H,CITIUS33BBB,Compte en ligne,"€38273,64",64899252fc13ae2cc7901054
64899667fc13ae29a0900a23,FR16 6868 3139 11QN QP3H CFYN 344,CITIUS33HHH,Compte à terme,"€3146,80",64899251fc13ae2cc7900d12
64899667fc13ae29a0900a24,SI65 0545 1859 5404 715,BSCHESMMIII,Compte joint,"€46381,74",64899251fc13ae2cc7900dbc
64899667fc13ae29a0900a25,ES78 6342 6434 5229 0329 2288,DEUTDEFF765,Compte courant,"€44525,03",64899252fc13ae2cc7900f29
64899667fc13ae29a0900a26,IL95 3181 3577 0596 6589 766,CITIUS33HHH,Compte courant,"€17180,54",64899251fc13ae2cc7900d3c
64899667fc13ae29a0900a27,NO86 7815 2352 479,UNCRITMMDDD,Compte à terme,"€27618,27",64899252fc13ae2cc7901058
64899667fc13ae29a0900a28,ME98 8276 9971 2934 6266 15,HSBCHKHHEEE,Compte en ligne,"€8306,73",64899251fc13ae2cc7900ee3
64899667fc13ae29a0900a29,GB47 KKWW 5545 3088 8744 21,UNCRITMMDDD,Compte d'épargne,"€38034,92",64899251fc13ae2cc7900ecb
64899667fc13ae29a0900a2a,FR28 1731 2057 86O7 QFTS LBBH 374,GENXFRPP123,Compte joint,"€23443,64",64899252fc13ae2cc7901083
64899667fc13ae29a0900a2b,FR92 0440 6826 477C 6WSC 4LZR D70,BARCGB22GGG,Compte chèque,"€36448,04",64899251fc13ae2cc7900eeb
64899667fc13ae29a0900a2c,SI67 5227 5040 3930 020,GENXFRPP234,Compte offshore,"€38052,59",64899252fc13ae2cc7900fde
64899667fc13ae29a0900a2d,BG17 BRZE 3542 28VJ A1HP 3N,AGRIFRPP321,Compte de retraite,"€9521,11",64899251fc13ae2cc7900d1a
64899667fc13ae29a0900a2e,AD02 6483 7422 JZ0X 2LAJ TGOO,SOGEFRPP789,Compte d'épargne,"€15063,81",64899251fc13ae2cc7900e6e
64899667fc13ae29a0900a2f,BH91 TCRG S28L Y65R OMVM CS,SOGEFRPP789,Compte chèque,"€18427,96",64899252fc13ae2cc7901057
64899667fc13ae29a0900a30,FR71 9303 1335 62IS PU7D 3ECO T32,GENXFRPP234,Compte offshore,"€27896,20",64899251fc13ae2cc7900db3
64899667fc13ae29a0900a31,LB31 1030 QVMM 1TR9 KVNL TYYR S9C8,SOGEFRPP890,Compte joint,"€36456,88",64899251fc13ae2cc7900cd4
64899667fc13ae29a0900a32,CY73 1492 4318 FOPR D9WU 6JCO YWG8,BARCGB22AAA,Compte d'épargne,"€19473,17",64899252fc13ae2cc790107a
64899667fc13ae29a0900a33,ME02 9875 5044 1040 1353 32,CITIUS33HHH,Compte joint,"€40182,23",64899252fc13ae2cc7900f77
64899667fc13ae29a0900a34,FR75 0289 4847 53E1 6CJN NHU4 E98,HSBCHKHHEEE,Compte professionnel,"€46431,35",64899251fc13ae2cc7900e9a
64899667fc13ae29a0900a35,BG65 VRNO 1546 73RM X8MU UK,BSCHESMMIII,Compte à terme,"€23692,28",64899251fc13ae2cc7900d5e
64899667fc13ae29a0900a36,MC77 9502 5899 81IN BJXR QZRV K58,BNPAFRPP456,Compte en ligne,"€12147,35",64899252fc13ae2cc7900fc0
64899667fc13ae29a0900a37,FR27 3546 6892 41YT 86GW EBMA Y12,GENXFRPP234,Compte de retraite,"€2608,94",64899252fc13ae2cc7900f13
64899667fc13ae29a0900a38,FR28 6972 9759 73AV TBBY PCFR G21,SOGEFRPP890,Compte à terme,"€29772,46",64899251fc13ae2cc7900e5f
64899667fc13ae29a0900a39,BA64 9638 7444 3252 9358,BARCGB22AAA,Compte courant,"€19179,84",64899252fc13ae2cc7900fce
64899667fc13ae29a0900a3a,RS11 3215 0006 2297 5097 75,HSBCHKHHEEE,Compte courant,"€1915,00",64899251fc13ae2cc7900e4d
64899667fc13ae29a0900a3b,FR30 4565 3920 21XR CEPC OVE7 M80,CITIUS33HHH,Compte professionnel,"€15939,41",64899252fc13ae2cc7900f37
64899667fc13ae29a0900a3c,PK54 OLJP 75KF FFEI T3J4 TOFH,BARCGB22GGG,Compte courant,"€11821,80",64899252fc13ae2cc790103b
64899667fc13ae29a0900a3d,NO22 2721 8828 883,GENXFRPP234,Compte professionnel,"€22715,14",64899251fc13ae2cc7900da3
64899667fc13ae29a0900a3e,KZ89 901M P82X RBDN RBEF,UBSWCHZHFFF,Compte joint,"€3365,41",64899251fc13ae2cc7900e30
64899667fc13ae29a0900a3f,TN84 8611 9492 1624 2235 3215,BNPAFRPP456,Compte chèque,"€27300,96",64899251fc13ae2cc7900d14
64899667fc13ae29a0900a40,AL61 1227 1522 OEMI MWIN WXN2 RKHS,GENXFRPP123,Compte offshore,"€16059,00",64899251fc13ae2cc7900e12
64899667fc13ae29a0900a41,PL66 9706 6828 9539 6929 9001 2276,CITIUS33BBB,Compte offshore,"€17107,21",64899251fc13ae2cc7900dec
64899667fc13ae29a0900a42,LV70 TPXA JTXA 1Y5X ZZMH 1,CITIUS33BBB,Compte de retraite,"€8475,26",64899251fc13ae2cc7900e6a
64899667fc13ae29a0900a43,GI56 TZLH EZT4 TG3J YCIU H3I,CITIUS33BBB,Compte offshore,"€1293,19",64899252fc13ae2cc7900fc2
64899667fc13ae29a0900a44,GI26 XRXG SILG GEBW MIMJ 0KK,SOGEFRPP789,Compte à terme,"€32607,26",64899251fc13ae2cc7900dbf
64899667fc13ae29a0900a45,KZ23 318S IMDR HF8Z 4LAK,BARCGB22AAA,Compte en ligne,"€12371,86",64899252fc13ae2cc7900ff7
64899667fc13ae29a0900a46,NL56 HBED 1643 4161 01,HSBCHKHHEEE,Compte chèque,"€13371,90",64899252fc13ae2cc790100f
64899667fc13ae29a0900a47,AD33 6822 5091 QSYU HE1Y SLQB,BSCHESMMIII,Compte à terme,"€41558,84",64899251fc13ae2cc7900e65
64899667fc13ae29a0900a48,BR27 6540 3808 0859 8447 1929 833W E,BSCHESMMCCC,Compte joint,"€31553,43",64899252fc13ae2cc7900f11
64899667fc13ae29a0900a49,CH09 8977 6GOF JVGR SRJM 4,UNCRITMMJJJ,Compte offshore,"€25327,92",64899252fc13ae2cc7901053
64899667fc13ae29a0900a4a,EE40 0922 8761 9263 2230,CITIUS33HHH,Compte en ligne,"€19693,10",64899252fc13ae2cc790107b
64899667fc13ae29a0900a4b,MK21 7239 RXDO EUFZ C24,CITIUS33HHH,Compte d'épargne,"€44339,88",64899252fc13ae2cc790103c
64899667fc13ae29a0900a4c,FR65 6811 6922 10VV LUBO 0Q7X K86,BSCHESMMCCC,Compte chèque,"€13089,59",64899251fc13ae2cc7900db0
64899667fc13ae29a0900a4d,AL35 3930 2810 0TSD 57QX 6NML 7HCJ,GENXFRPP234,Compte joint,"€23143,54",64899252fc13ae2cc7900f94
64899667fc13ae29a0900a4e,FR09 7949 1075 46L7 05MT 7UVQ 935,CITIUS33BBB,Compte offshore,"€1628,72",64899252fc13ae2cc790109a
64899667fc13ae29a0900a4f,GL51 8994 2088 8363 10,AGRIFRPP432,Compte chèque,"€44820,67",64899251fc13ae2cc7900e17
64899667fc13ae29a0900a50,SK69 2579 0165 8982 2421 7948,AGRIFRPP432,Compte offshore,"€23811,33",64899252fc13ae2cc7900f7e
64899667fc13ae29a0900a51,AZ46 UAZB ASST 1GSM LWDV F48Z 8HGT,BSCHESMMIII,Compte courant,"€30217,74",64899251fc13ae2cc7900e3d
64899667fc13ae29a0900a52,IS32 9252 6519 0938 5061 3870 45,AGRIFRPP432,Compte courant,"€32837,48",64899251fc13ae2cc7900d7a
64899667fc13ae29a0900a53,BR22 1884 4058 9385 4172 0840 931P 9,DEUTDEFF765,Compte à terme,"€13095,52",64899251fc13ae2cc7900e98
64899667fc13ae29a0900a54,CY91 8538 3341 DJJS 8FZU OVYK JRPI,UNCRITMMDDD,Compte d'épargne,"€44648,12",64899251fc13ae2cc7900cfa
64899667fc13ae29a0900a55,SE32 4926 4449 1465 7023 1052,BNPAFRPP456,Compte en ligne,"€17961,70",64899252fc13ae2cc7900f2f
64899667fc13ae29a0900a56,BG62 DAZO 4440 40NN KSNC DS,HSBCHKHHEEE,Compte joint,"€30224,98",64899251fc13ae2cc7900e92
64899667fc13ae29a0900a57,PL83 3971 2674 3083 4768 2569 7143,GENXFRPP234,Compte à terme,"€8865,03",64899252fc13ae2cc79010ae
64899667fc13ae29a0900a58,FR44 8358 5808 90CO OUBY T2Q1 D63,SOGEFRPP789,Compte de retraite,"€7541,29",64899252fc13ae2cc7901087
64899667fc13ae29a0900a59,IT88 A157 0365 837L EG37 QTK6 ZLF,SOGEFRPP789,Compte chèque,"€11483,42",64899252fc13ae2cc7901056
64899667fc13ae29a0900a5a,BH52 DGFF U0JK VROX LSJR AG,UNCRITMMDDD,Compte à terme,"€14235,31",64899251fc13ae2cc7900e6d
64899667fc13ae29a0900a5b,FR62 7229 0090 14SI 1OUE 4OEC H42,SOGEFRPP789,Compte courant,"€31131,86",64899251fc13ae2cc7900d9a
64899667fc13ae29a0900a5c,IE51 MGCM 0344 4566 2052 73,BNPAFRPP456,Compte à terme,"€15305,29",64899251fc13ae2cc7900e6b
